Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,,Nvidia,GeForce GT 720,422,3.82,16117,https://gpu.userbenchmark.com/SpeedTest/12696/NVIDIA-GeForce-GT-720
GPU,,Nvidia,GeForce GT 630,423,3.78,59096,https://gpu.userbenchmark.com/SpeedTest/7766/NVIDIA-GeForce-GT-630
GPU,,Nvidia,NVS 5400M,424,3.75,1599,https://gpu.userbenchmark.com/SpeedTest/7907/NVIDIA-NVS-5400M
GPU,,Intel,HD 5500 (Mobile 0.95 GHz),425,3.72,223239,https://gpu.userbenchmark.com/SpeedTest/16570/IntelR-HD-Graphics-5500
GPU,,Nvidia,GeForce 9800M GTS,426,3.71,351,https://gpu.userbenchmark.com/SpeedTest/12939/NVIDIA-GeForce-9800M-GTS
GPU,,Intel,Iris Pro HD 5100 (Mobile 1.1 GHz),427,3.68,4387,https://gpu.userbenchmark.com/SpeedTest/8813/IntelR-IrisTM-Graphics-5100
GPU,,ATI,Mobility Radeon HD 4670,428,3.67,2155,https://gpu.userbenchmark.com/SpeedTest/7888/ATI-Mobility-Radeon-HD-4670
GPU,,AMD,Radeon HD 8570D,429,3.66,8028,https://gpu.userbenchmark.com/SpeedTest/9112/AMD-Radeon-HD-8570D
GPU,,Nvidia,GeForce GT 720M,430,3.66,4571,https://gpu.userbenchmark.com/SpeedTest/7921/NVIDIA-GeForce-GT-720M
GPU,,Nvidia,GeForce GT 550M,431,3.58,929,https://gpu.userbenchmark.com/SpeedTest/8663/NVIDIA-GeForce-GT-550M
GPU,,Nvidia,GeForce 710M,432,3.55,2228,https://gpu.userbenchmark.com/SpeedTest/10751/NVIDIA-GeForce-710M
GPU,,AMD,Radeon HD 7500M,433,3.54,12529,https://gpu.userbenchmark.com/SpeedTest/8602/AMD-Radeon-HD-7500M7600M
GPU,,Nvidia,GeForce GT620M,434,3.53,880,https://gpu.userbenchmark.com/SpeedTest/13398/NVIDIA-GeForce-GT620M
GPU,,AMD,Radeon HD 7650M,435,3.53,532,https://gpu.userbenchmark.com/SpeedTest/10887/AMD-Radeon-HD-7650M
GPU,,AMD,Radeon HD 8610G,436,3.52,5548,https://gpu.userbenchmark.com/SpeedTest/8531/AMD-Radeon-HD-8610G
GPU,,AMD,Radeon HD 7560D,437,3.5,9479,https://gpu.userbenchmark.com/SpeedTest/8826/AMD-Radeon-HD-7560D
GPU,,Nvidia,Quadro K600,438,3.5,8792,https://gpu.userbenchmark.com/SpeedTest/8080/NVIDIA-Quadro-K600
GPU,,AMD,Radeon HD 6550D,439,3.48,3964,https://gpu.userbenchmark.com/SpeedTest/9223/AMD-Radeon-HD-6550D
GPU,,Nvidia,Quadro K1000M,440,3.48,3965,https://gpu.userbenchmark.com/SpeedTest/7800/NVIDIA-Quadro-K1000M
GPU,,Nvidia,GeForce GT 635M,441,3.47,3034,https://gpu.userbenchmark.com/SpeedTest/8120/NVIDIA-GeForce-GT-635M
GPU,,Intel,HD 615 (Mobile Kaby Lake),442,3.45,10646,https://gpu.userbenchmark.com/SpeedTest/193629/IntelR-HD-Graphics-615
GPU,,Nvidia,GeForce GTS 250M,443,3.44,294,https://gpu.userbenchmark.com/SpeedTest/8494/NVIDIA-GeForce-GTS-250M
GPU,,Nvidia,Quadro FX 1800,444,3.42,6328,https://gpu.userbenchmark.com/SpeedTest/7957/NVIDIA-Quadro-FX-1800
GPU,,Nvidia,GeForce GT 530,445,3.41,5662,https://gpu.userbenchmark.com/SpeedTest/8407/NVIDIA-GeForce-GT-530
GPU,,Nvidia,GeForce GT 430,446,3.38,19825,https://gpu.userbenchmark.com/SpeedTest/7745/NVIDIA-GeForce-GT-430
GPU,,Nvidia,GeForce GT 630M,447,3.36,7356,https://gpu.userbenchmark.com/SpeedTest/7814/NVIDIA-GeForce-GT-630M
GPU,,Nvidia,GeForce GT 710,448,3.36,170781,https://gpu.userbenchmark.com/SpeedTest/77649/NVIDIA-GeForce-GT-710
GPU,,Nvidia,GeForce GT625M,449,3.34,42,https://gpu.userbenchmark.com/SpeedTest/25295/NVIDIA-GeForce-GT625M
GPU,,Nvidia,Quadro 1000M,450,3.33,6035,https://gpu.userbenchmark.com/SpeedTest/7836/NVIDIA-Quadro-1000M
GPU,,Nvidia,GeForce 9800M-GS,451,3.3,227,https://gpu.userbenchmark.com/SpeedTest/9719/NVIDIA-GeForce-9800M-GS
GPU,,Nvidia,GeForce GT 320,452,3.3,2087,https://gpu.userbenchmark.com/SpeedTest/11866/NVIDIA-GeForce-GT-320
GPU,,Nvidia,NVS 5200M,453,3.27,1727,https://gpu.userbenchmark.com/SpeedTest/7691/NVIDIA-NVS-5200M
GPU,,ATI,Radeon HD 4670,454,3.2,19856,https://gpu.userbenchmark.com/SpeedTest/8077/ATI-Radeon-HD-4600
GPU,,Nvidia,NVS 510,455,3.19,2295,https://gpu.userbenchmark.com/SpeedTest/10074/NVIDIA-NVS-510
GPU,,Nvidia,GeForce GT 435M,456,3.18,614,https://gpu.userbenchmark.com/SpeedTest/8260/NVIDIA-GeForce-GT-435M
GPU,,AMD,Radeon HD 6500M,457,3.18,13112,https://gpu.userbenchmark.com/SpeedTest/7936/AMD-Radeon-HD-6500M56005700
GPU,,Nvidia,Quadro 600,458,3.16,15796,https://gpu.userbenchmark.com/SpeedTest/8084/NVIDIA-Quadro-600
GPU,,AMD,Radeon HD 8510G,459,3.13,2338,https://gpu.userbenchmark.com/SpeedTest/9309/AMD-Radeon-HD-8510G
GPU,,Nvidia,GeForce GT 540M,460,3.13,14391,https://gpu.userbenchmark.com/SpeedTest/8006/NVIDIA-GeForce-GT-540M
GPU,,Intel,HD P4000 (Server 1.25 GHz),461,3.11,761,https://gpu.userbenchmark.com/SpeedTest/8592/IntelR-HD-Graphics-P4000
GPU,,AMD,Radeon HD 8550G,462,3.1,3015,https://gpu.userbenchmark.com/SpeedTest/7799/AMD-Radeon-HD-8550G
GPU,,Nvidia,Quadro FX 3600M,463,3.1,116,https://gpu.userbenchmark.com/SpeedTest/9773/NVIDIA-Quadro-FX-3600M
GPU,,Intel,HD 515 (Mobile Skylake),464,3.09,9228,https://gpu.userbenchmark.com/SpeedTest/38173/IntelR-HD-Graphics-515
GPU,,Intel,HD 5000 (Mobile 1.0/1.1 GHz),465,3.07,6916,https://gpu.userbenchmark.com/SpeedTest/8536/IntelR-HD-Graphics-5000
GPU,,AMD,Radeon HD 5500,466,3.06,5829,https://gpu.userbenchmark.com/SpeedTest/8853/AMD-Radeon-HD-5500
GPU,,AMD,Radeon HD 7610M,467,3.04,309,https://gpu.userbenchmark.com/SpeedTest/11031/AMD-Radeon-HD-7610M
GPU,,AMD,Radeon HD 7640G,468,2.94,7836,https://gpu.userbenchmark.com/SpeedTest/7903/AMD-Radeon-HD-7640G
GPU,,ATI,Radeon HD 4650,469,2.89,1673,https://gpu.userbenchmark.com/SpeedTest/7844/ATI-Radeon-HD-4650
GPU,,Intel,HD Graphics P4600,470,2.89,2141,https://gpu.userbenchmark.com/SpeedTest/18483/IntelR-HD-Graphics-P4600
GPU,,Intel,HD 4000 (Desktop 1.15 GHz),471,2.83,54064,https://gpu.userbenchmark.com/Intel-HD-4000-Desktop-115-GHz/Rating/2169
GPU,,AMD,Radeon HD 8470D,472,2.82,8421,https://gpu.userbenchmark.com/SpeedTest/9693/AMD-Radeon-HD-8470D
GPU,,ATI,Mobility Radeon HD 4650,473,2.8,4472,https://gpu.userbenchmark.com/SpeedTest/7667/ATI-Mobility-Radeon-HD-4650
GPU,,AMD,Radeon HD 6620G,474,2.78,3357,https://gpu.userbenchmark.com/SpeedTest/8118/AMD-Radeon-HD-6620G
GPU,,Nvidia,Quadro FX 1800M,475,2.78,1190,https://gpu.userbenchmark.com/SpeedTest/7771/NVIDIA-Quadro-FX-1800M
GPU,,Intel,HD 4600 (Desktop 1.25 GHz),476,2.76,250918,https://gpu.userbenchmark.com/Intel-HD-4600-Desktop-125-GHz/Rating/2168
GPU,,AMD,Radeon HD 7600G,477,2.73,1657,https://gpu.userbenchmark.com/SpeedTest/12867/AMD-Radeon-HD-7600G---7500M7600M-Dual-Graphics
GPU,,Nvidia,GeForce GT 335M,478,2.72,924,https://gpu.userbenchmark.com/SpeedTest/10735/NVIDIA-GeForce-GT-335M
GPU,,Intel,HD 4600 (Mobile 1.15 GHz),479,2.71,251449,https://gpu.userbenchmark.com/SpeedTest/7676/IntelR-HD-Graphics-4600
GPU,,Nvidia,GeForce GT 425M,480,2.7,2997,https://gpu.userbenchmark.com/SpeedTest/7792/NVIDIA-GeForce-GT-425M
GPU,,AMD,Radeon HD 7540D,481,2.67,4371,https://gpu.userbenchmark.com/SpeedTest/7756/AMD-Radeon-HD-7540D
GPU,,Nvidia,Quadro FX 2700M,482,2.62,798,https://gpu.userbenchmark.com/SpeedTest/7747/NVIDIA-Quadro-FX-2700M
GPU,,Intel,HD 4000 (Mobile 1.25 GHz),483,2.6,405101,https://gpu.userbenchmark.com/SpeedTest/7653/IntelR-HD-Graphics-4000
GPU,,Intel, HD 610 (Desktop Kaby Lake),484,2.57,13834,https://gpu.userbenchmark.com/SpeedTest/225196/IntelR-HD-Graphics-610
GPU,,Nvidia,GeForce GT 525M,485,2.56,8884,https://gpu.userbenchmark.com/SpeedTest/8869/NVIDIA-GeForce-GT-525M
GPU,,Nvidia,GeForce GT 130,486,2.53,236,https://gpu.userbenchmark.com/SpeedTest/12240/NVIDIA-GeForce-GT-130
GPU,,Nvidia,GeForce GT 420M,487,2.45,1915,https://gpu.userbenchmark.com/SpeedTest/8926/NVIDIA-GeForce-GT-420M
GPU,,Intel,HD 4400 (Desktop 1.15 GHz),488,2.43,55937,https://gpu.userbenchmark.com/SpeedTest/8064/IntelR-HD-Graphics-4400
GPU,,Intel,Core M HD 5300,489,2.41,6994,https://gpu.userbenchmark.com/SpeedTest/16575/IntelR-HD-Graphics-5300
GPU,,AMD,Radeon HD 7520G,490,2.4,4871,https://gpu.userbenchmark.com/SpeedTest/8569/AMD-Radeon-HD-7520G
GPU,,Intel,HD 510 (Desktop Skylake),491,2.32,15960,https://gpu.userbenchmark.com/SpeedTest/38088/IntelR-HD-Graphics-510
GPU,,AMD,Radeon HD 6530D,492,2.31,4689,https://gpu.userbenchmark.com/SpeedTest/7795/AMD-Radeon-HD-6530D
GPU,,Nvidia,GeForce GT 220,493,2.29,18689,https://gpu.userbenchmark.com/SpeedTest/7737/NVIDIA-GeForce-GT-220
GPU,,Intel,HD 4400 (Mobile 1.0/1.1 GHz),494,2.22,274655,https://gpu.userbenchmark.com/SpeedTest/7668/IntelR-HD-Graphics-Family
GPU,,Nvidia,GeForce GT 620,495,2.21,16566,https://gpu.userbenchmark.com/SpeedTest/8899/NVIDIA-GeForce-GT-620
GPU,,Nvidia,GeForce GT 330M,496,2.16,7624,https://gpu.userbenchmark.com/SpeedTest/7739/NVIDIA-GeForce-GT-330M
GPU,,AMD,Radeon HD 6520G,497,2.14,8023,https://gpu.userbenchmark.com/SpeedTest/7806/AMD-Radeon-HD-6520G
GPU,,Nvidia,NVS 5100M,498,2.13,1887,https://gpu.userbenchmark.com/SpeedTest/8318/NVIDIA-NVS-5100M
GPU,,Nvidia,GeForce GT 240M,499,2.13,2412,https://gpu.userbenchmark.com/SpeedTest/8596/NVIDIA-GeForce-GT-240M
GPU,,Nvidia,Quadro FX 880M,500,2.11,4649,https://gpu.userbenchmark.com/SpeedTest/7780/NVIDIA-Quadro-FX-880M
GPU,,Intel,UHD Graphics 605,501,2.1,13868,https://gpu.userbenchmark.com/SpeedTest/487064/IntelR-UHD-Graphics-605
GPU,,Nvidia,GeForce GT 520MX,502,2.07,1569,https://gpu.userbenchmark.com/SpeedTest/8048/NVIDIA-GeForce-GT-520MX
GPU,,AMD,Radeon HD 7500G,503,2.05,1243,https://gpu.userbenchmark.com/SpeedTest/9442/AMD-Radeon-HD-7500G
GPU,,Nvidia,GeForce 9700M GT,504,2.05,300,https://gpu.userbenchmark.com/SpeedTest/12102/NVIDIA-GeForce-9700M-GT
GPU,,Nvidia,GeForce GT 705,505,2,4624,https://gpu.userbenchmark.com/SpeedTest/13024/NVIDIA-GeForce-GT-705
GPU,,AMD,Radeon  HD 6490M,506,1.99,416,https://gpu.userbenchmark.com/SpeedTest/7775/Radeon-TM-HD-6490M
GPU,,AMD,Radeon HD 7470M,507,1.98,451,https://gpu.userbenchmark.com/SpeedTest/9296/AMD-Radeon-HD-7470M
GPU,,AMD,HD 7470,508,1.97,14679,https://gpu.userbenchmark.com/SpeedTest/8681/AMD-Radeon-HD-7000-series
GPU,,Nvidia,GeForce GT 130M,509,1.95,682,https://gpu.userbenchmark.com/SpeedTest/9306/NVIDIA-GeForce-GT-130M
GPU,,Intel,HD 3000 (Desktop V2 1.35 GHz),510,1.93,6890,https://gpu.userbenchmark.com/Intel-HD-3000-Desktop-V2-135-GHz/Rating/2170
GPU,,AMD,Radeon HD 8370D,511,1.92,5290,https://gpu.userbenchmark.com/SpeedTest/10640/AMD-Radeon-HD-8370D
GPU,,Nvidia,GeForce 8600 GTS,512,1.91,2643,https://gpu.userbenchmark.com/SpeedTest/8311/NVIDIA-GeForce-8600-GTS
GPU,,AMD,Radeon R5,513,1.9,42222,https://gpu.userbenchmark.com/SpeedTest/12264/AMD-RadeonTM-R5-Graphics
GPU,,AMD,Radeon HD 7400M,514,1.87,4713,https://gpu.userbenchmark.com/SpeedTest/7817/AMD-Radeon-HD-7400M
GPU,,AMD,Radeon HD 6470M,515,1.87,4454,https://gpu.userbenchmark.com/SpeedTest/7679/AMD-Radeon-HD-6470M
GPU,,Nvidia,GeForce GT 230M,516,1.86,2887,https://gpu.userbenchmark.com/SpeedTest/8017/NVIDIA-GeForce-GT-230M
GPU,,AMD,Radeon HD 7480D,517,1.86,8155,https://gpu.userbenchmark.com/SpeedTest/7856/AMD-Radeon-HD-7480D
GPU,,Nvidia,GeForce 610M,518,1.86,4709,https://gpu.userbenchmark.com/SpeedTest/8250/NVIDIA-GeForce-610M
GPU,,Nvidia,GeForce GT 520,519,1.86,14402,https://gpu.userbenchmark.com/SpeedTest/7768/NVIDIA-GeForce-GT-520
GPU,,Nvidia,Quadro 400,520,1.84,1010,https://gpu.userbenchmark.com/SpeedTest/9363/NVIDIA-Quadro-400
GPU,,ATI,Radeon HD 2600-XT,521,1.78,1905,https://gpu.userbenchmark.com/SpeedTest/7897/ATI-Radeon-HD-2600-XT
GPU,,Nvidia,GeForce 9500 GS,522,1.77,1398,https://gpu.userbenchmark.com/SpeedTest/11103/NVIDIA-GeForce-9500-GS
GPU,,Nvidia,GeForce GT 610,523,1.77,59248,https://gpu.userbenchmark.com/SpeedTest/7736/NVIDIA-GeForce-GT-610
GPU,,Intel,HD 3000 (Mobile V2 1.3 GHz),524,1.76,114375,https://gpu.userbenchmark.com/SpeedTest/7647/IntelR-HD-Graphics-3000
GPU,,Nvidia,GeForce 9650M-GT,525,1.75,329,https://gpu.userbenchmark.com/SpeedTest/9295/NVIDIA-GeForce-9650M-GT
GPU,,Nvidia,GeForce GT 520M,526,1.74,5728,https://gpu.userbenchmark.com/SpeedTest/8308/NVIDIA-GeForce-GT-520M
GPU,,Nvidia,NVS 4200M,527,1.74,6469,https://gpu.userbenchmark.com/SpeedTest/7966/NVIDIA-NVS-4200M
GPU,,Nvidia,Quadro FX 770M,528,1.74,844,https://gpu.userbenchmark.com/SpeedTest/7999/NVIDIA-Quadro-FX-770M
GPU,,Nvidia,GeForce GT 420,529,1.74,9661,https://gpu.userbenchmark.com/SpeedTest/10183/NVIDIA-GeForce-GT-420
GPU,,ATI,Radeon HD 2600,530,1.73,6,https://gpu.userbenchmark.com/SpeedTest/11511/ATI-Radeon-HD-26003600
GPU,,Nvidia,GeForce 320M,531,1.71,552,https://gpu.userbenchmark.com/SpeedTest/9153/NVIDIA-GeForce-320M
GPU,,AMD,Radeon HD 7450,532,1.69,10092,https://gpu.userbenchmark.com/SpeedTest/8053/AMD-RadeonTM-HD-7450
GPU,,Nvidia,GeForce GT 220M,533,1.67,960,https://gpu.userbenchmark.com/SpeedTest/11828/NVIDIA-GeForce-GT-220M
GPU,,AMD,Radeon HD 6480G,534,1.67,4985,https://gpu.userbenchmark.com/SpeedTest/8221/AMD-RadeonTM-HD-6480G
GPU,,AMD,Radeon HD 6450,535,1.66,30909,https://gpu.userbenchmark.com/SpeedTest/7821/AMD-Radeon-HD-6450
GPU,,Intel,HD 4200 (Mobile 0.85 GHz),536,1.66,3317,https://gpu.userbenchmark.com/SpeedTest/8662/IntelR-HD-Graphics-Family
GPU,,Nvidia,Quadro FX 1600M,537,1.65,423,https://gpu.userbenchmark.com/SpeedTest/8782/NVIDIA-Quadro-FX-1600M
GPU,,Intel,HD 3000 (Desktop V1 1.1 GHz),538,1.61,7859,https://gpu.userbenchmark.com/SpeedTest/7649/IntelR-HD-Graphics-3000
GPU,,Nvidia,GeForce 9500 GT,539,1.59,27299,https://gpu.userbenchmark.com/SpeedTest/7816/NVIDIA-GeForce-9500-GT
GPU,,AMD,Radeon R3 Graphics,540,1.58,6172,https://gpu.userbenchmark.com/SpeedTest/12440/AMD-RadeonTM-R3-Graphics
GPU,,AMD,Radeon HD 6410D,541,1.57,3112,https://gpu.userbenchmark.com/SpeedTest/8199/AMD-Radeon-HD-6410D
GPU,,ATI,Mobility Radeon HD 3670,542,1.56,405,https://gpu.userbenchmark.com/SpeedTest/10736/ATI-Mobility-Radeon-HD-3670
GPU,,AMD,Radeon HD 7400G,543,1.55,375,https://gpu.userbenchmark.com/SpeedTest/10815/AMD-Radeon-HD-7400G
GPU,,Intel,UHD Graphics 600,544,1.54,33075,https://gpu.userbenchmark.com/SpeedTest/407837/IntelR-UHD-Graphics-600
GPU,,AMD,Radeon HD 8400-R3,545,1.53,12368,https://gpu.userbenchmark.com/SpeedTest/11160/AMD-Radeon-HD-8400--R3
GPU,,Nvidia,GeForce 7900 GTX,546,1.53,191,https://gpu.userbenchmark.com/SpeedTest/10625/NVIDIA-GeForce-7900-GTX
GPU,,Intel,HD 3000 (Mobile V1 1.1/1.2 GHz),547,1.52,207383,https://gpu.userbenchmark.com/SpeedTest/7646/IntelR-HD-Graphics-3000
GPU,,Nvidia,Quadro NVS 320M,548,1.51,171,https://gpu.userbenchmark.com/SpeedTest/8310/NVIDIA-Quadro-NVS-320M
GPU,,ATI,Mobility Radeon HD 2600-XT,549,1.49,295,https://gpu.userbenchmark.com/SpeedTest/9915/ATI-Mobility-Radeon-HD-2600-XT
GPU,,Intel,HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),550,1.46,36451,https://gpu.userbenchmark.com/SpeedTest/7701/IntelR-HD-Graphics
GPU,,Nvidia,Quadro FX 580,551,1.45,5941,https://gpu.userbenchmark.com/SpeedTest/7761/NVIDIA-Quadro-FX-580
GPU,,Nvidia,GeForce 9600M-GS,552,1.45,1042,https://gpu.userbenchmark.com/SpeedTest/9821/NVIDIA-GeForce-9600M-GS
GPU,,ATI,HD 3650,553,1.44,4018,https://gpu.userbenchmark.com/SpeedTest/7982/ATI-Radeon-HD-3600
GPU,,Nvidia,GeForce 9600M-GT,554,1.42,4021,https://gpu.userbenchmark.com/SpeedTest/7707/NVIDIA-GeForce-9600M-GT
GPU,,Nvidia,GeForce 8600 GT,555,1.4,7840,https://gpu.userbenchmark.com/SpeedTest/7659/NVIDIA-GeForce-8600-GT
GPU,,Nvidia,GeForce 410M,556,1.4,4591,https://gpu.userbenchmark.com/SpeedTest/9169/NVIDIA-GeForce-410M
GPU,,ATI,Mobility FireGL V5700,557,1.36,178,https://gpu.userbenchmark.com/SpeedTest/10460/ATI-Mobility-FireGL-V5700
GPU,,AMD,Radeon HD 8330,558,1.35,8962,https://gpu.userbenchmark.com/SpeedTest/8155/AMD-Radeon-HD-8330
GPU,,Nvidia,Quadro FX 570M,559,1.33,445,https://gpu.userbenchmark.com/SpeedTest/9414/NVIDIA-Quadro-FX-570M
GPU,,Nvidia,GeForce GT 415M,560,1.27,85,https://gpu.userbenchmark.com/SpeedTest/16834/NVIDIA-GeForce-GT-415M
GPU,,Nvidia,NVS 310,561,1.26,4759,https://gpu.userbenchmark.com/SpeedTest/10691/NVIDIA-NVS-310
GPU,,ATI,Radeon HD 2600-PRO,562,1.26,1815,https://gpu.userbenchmark.com/SpeedTest/8524/ATI-Radeon-HD-2600-PRO
GPU,,Intel,HD 2500 (Desktop 1.05 GHz),563,1.23,143038,https://gpu.userbenchmark.com/SpeedTest/7696/IntelR-HD-Graphics
GPU,,ATI,Mobility Radeon HD 545v,564,1.23,656,https://gpu.userbenchmark.com/SpeedTest/8734/ATI-Mobility-Radeon-HD-545v
GPU,,ATI,Mobility Radeon HD 3650,565,1.17,3287,https://gpu.userbenchmark.com/SpeedTest/7902/ATI-Mobility-Radeon-HD-3650
GPU,,Nvidia,GeForce 8600M GT,566,1.17,2101,https://gpu.userbenchmark.com/SpeedTest/8081/NVIDIA-GeForce-8600M-GT
GPU,,Nvidia,Quadro FX 1700,567,1.15,2644,https://gpu.userbenchmark.com/SpeedTest/9158/NVIDIA-Quadro-FX-1700
GPU,,Intel,HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),568,1.14,29283,https://gpu.userbenchmark.com/SpeedTest/7695/IntelR-HD-Graphics
GPU,,ATI,Mobility Radeon HD 4570,569,1.14,393,https://gpu.userbenchmark.com/SpeedTest/7827/ATI-Mobility-Radeon-HD-4570
GPU,,AMD,HD 8240,570,1.14,3326,https://gpu.userbenchmark.com/SpeedTest/9779/AMD-Radeon-HD-8240
GPU,,ATI,Mobility Radeon HD 2600,571,1.12,958,https://gpu.userbenchmark.com/SpeedTest/10285/ATI-Mobility-Radeon-HD-2600
GPU,,AMD,Radeon HD 6370M,572,1.1,748,https://gpu.userbenchmark.com/SpeedTest/10005/AMD-Radeon-HD-6370M
GPU,,ATI,Mobility Radeon HD 6370,573,1.1,335,https://gpu.userbenchmark.com/SpeedTest/11239/ATI-Mobility-Radeon-HD-6370
GPU,,Nvidia,GeForce 7800 GTX,574,1.06,207,https://gpu.userbenchmark.com/SpeedTest/12348/NVIDIA-GeForce-7800-GTX
GPU,,ATI,Mobility Radeon HD 4500,575,1.06,10011,https://gpu.userbenchmark.com/SpeedTest/7949/ATI-Mobility-Radeon-HD-45005100
GPU,,Nvidia,Quadro FX 4500,576,1.01,309,https://gpu.userbenchmark.com/SpeedTest/8032/NVIDIA-Quadro-FX-4500
GPU,,Nvidia,GeForce 7900 GS,577,0.99,588,https://gpu.userbenchmark.com/SpeedTest/8541/NVIDIA-GeForce-7900-GS
GPU,,ATI,Radeon HD 4550,578,0.99,3265,https://gpu.userbenchmark.com/SpeedTest/8944/ATI-Radeon-HD-4550
GPU,,Nvidia,GeForce GT 320M,579,0.95,1807,https://gpu.userbenchmark.com/SpeedTest/7796/NVIDIA-GeForce-GT-320M
GPU,,Nvidia,Quadro FX 3500,580,0.95,594,https://gpu.userbenchmark.com/SpeedTest/10152/NVIDIA-Quadro-FX-3500
GPU,,Nvidia,GeForce 7800 GT,581,0.94,231,https://gpu.userbenchmark.com/SpeedTest/8420/NVIDIA-GeForce-7800-GT
GPU,,ATI,Mobility Radeon HD 5470,582,0.93,16176,https://gpu.userbenchmark.com/SpeedTest/7794/ATI-Mobility-Radeon-HD-5470
GPU,,Nvidia,GeForce 310M,583,0.91,8427,https://gpu.userbenchmark.com/SpeedTest/8049/NVIDIA-GeForce-310M
GPU,,AMD,Radeon HD 6300M,584,0.91,3031,https://gpu.userbenchmark.com/SpeedTest/9894/AMD-Radeon-HD-6300M
GPU,,AMD,Radeon HD 7350,585,0.9,1654,https://gpu.userbenchmark.com/SpeedTest/12157/AMD-Radeon-HD-7350
GPU,,Nvidia,GeForce 9400 GT,586,0.9,12738,https://gpu.userbenchmark.com/SpeedTest/7963/NVIDIA-GeForce-9400-GT
GPU,,ATI,Radeon HD 4200,587,0.9,10294,https://gpu.userbenchmark.com/SpeedTest/8091/ATI-Radeon-HD-4200
GPU,,Nvidia,GeForce G210M,588,0.89,1372,https://gpu.userbenchmark.com/SpeedTest/8875/NVIDIA-GeForce-G210M
GPU,,ATI,Radeon HD 4300,589,0.89,15014,https://gpu.userbenchmark.com/SpeedTest/7860/ATI-Radeon-HD-43004500
GPU,,Nvidia,GeForce 315M,590,0.88,3260,https://gpu.userbenchmark.com/SpeedTest/10068/NVIDIA-GeForce-315M
GPU,,AMD,FirePro 2270,591,0.86,472,https://gpu.userbenchmark.com/SpeedTest/7813/AMD-FirePro-2270
GPU,,Nvidia,Quadro FX 380,592,0.86,1159,https://gpu.userbenchmark.com/SpeedTest/8914/NVIDIA-Quadro-FX-380
GPU,,ATI,Mobility Radeon HD 4350,593,0.86,1840,https://gpu.userbenchmark.com/SpeedTest/9335/ATI-Mobility-Radeon-HD-43004500
GPU,,AMD,Radeon HD 6350,594,0.85,2833,https://gpu.userbenchmark.com/SpeedTest/10261/AMD-Radeon-HD-6350
GPU,,Nvidia,NVS 3100M,595,0.84,8765,https://gpu.userbenchmark.com/SpeedTest/7837/NVIDIA-NVS-3100M
GPU,,ATI,Mobility Radeon HD 530v,596,0.84,249,https://gpu.userbenchmark.com/SpeedTest/10176/ATI-Mobility-Radeon-HD-530v
GPU,,ATI,Radeon HD 3200,597,0.83,5781,https://gpu.userbenchmark.com/SpeedTest/8532/ATI-Radeon-HD-3200-Graphics
GPU,,Nvidia,GeForce 310,598,0.82,4099,https://gpu.userbenchmark.com/SpeedTest/9197/NVIDIA-GeForce-310
GPU,,AMD,Radeon HD 7340,599,0.82,3266,https://gpu.userbenchmark.com/SpeedTest/8996/AMD-Radeon-HD-7340-Graphics
GPU,,ATI,Radeon HD 5400,600,0.81,10059,https://gpu.userbenchmark.com/SpeedTest/8063/ATI-Radeon-HD-5400
GPU,,AMD,Radeon HD 5450,601,0.81,64090,https://gpu.userbenchmark.com/SpeedTest/7719/AMD-Radeon-HD-5450
GPU,,Nvidia,GeForce 305M,602,0.81,45,https://gpu.userbenchmark.com/SpeedTest/10705/NVIDIA-GeForce-305M
GPU,,Nvidia,GeForce G210,603,0.78,3960,https://gpu.userbenchmark.com/SpeedTest/11784/NVIDIA-GeForce-G210
GPU,,ATI,Mobility Radeon HD 4300,604,0.78,2770,https://gpu.userbenchmark.com/SpeedTest/8572/ATI-Mobility-Radeon-HD-4300
GPU,,Nvidia,NVS 300,605,0.77,2470,https://gpu.userbenchmark.com/SpeedTest/8966/NVIDIA-NVS-300
GPU,,Nvidia,GeForce 210,606,0.77,63076,https://gpu.userbenchmark.com/SpeedTest/7740/NVIDIA-GeForce-210
GPU,,Nvidia,GeForce Go 7900,607,0.77,122,https://gpu.userbenchmark.com/SpeedTest/9175/NVIDIA-GeForce-Go-7900-GS
GPU,,AMD,HD 8210,608,0.76,4684,https://gpu.userbenchmark.com/SpeedTest/7831/AMD-Radeon-HD-8210
GPU,,ATI,Radeon HD 4250,609,0.76,5677,https://gpu.userbenchmark.com/SpeedTest/7965/ATI-Radeon-HD-4250
GPU,,AMD,Radeon HD 6320,610,0.76,8534,https://gpu.userbenchmark.com/SpeedTest/8103/AMD-Radeon-HD-6320-Graphics
GPU,,Nvidia,GeForce 8400 GS,611,0.75,18976,https://gpu.userbenchmark.com/SpeedTest/7917/NVIDIA-GeForce-8400-GS
GPU,,ATI,Mobility Radeon HD 4250,612,0.73,11030,https://gpu.userbenchmark.com/SpeedTest/8680/ATI-Mobility-Radeon-HD-4250
GPU,,Nvidia,GeForce 8600M GS,613,0.73,898,https://gpu.userbenchmark.com/SpeedTest/8192/NVIDIA-GeForce-8600M-GS
GPU,,Nvidia,GeForce 9400M,614,0.73,599,https://gpu.userbenchmark.com/SpeedTest/7998/NVIDIA-GeForce-9400M
